cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_point_color,population,habitat,poisonous
flat,smooth,red,False,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,1,evanescent,white,several,leaves,1
knobbed,scaly,red,False,fishy,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,1,evanescent,white,several,leaves,1
undefined,smooth,red,False,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,path,1
knobbed,smooth,grey,False,none,free,crowded,broad,grey,enlarging,missing,silky,smooth,white,white,partial,white,2,pendant,white,scattered,grass,0
undefined,smooth,brown,False,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,1,evanescent,white,several,leaves,1
flat,smooth,red,False,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,1,evanescent,white,several,wood,1
flat,smooth,brown,False,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,wood,1
flat,smooth,red,False,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,1,evanescent,white,several,leaves,1
flat,scaly,brown,False,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,path,1
undefined,smooth,red,False,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,path,1
undefined,smooth,red,False,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,1,evanescent,white,several,path,1
undefined,smooth,red,False,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,wood,1
undefined,smooth,red,False,foul,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,1,evanescent,white,several,path,1
flat,smooth,red,False,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,wood,1
undefined,smooth,red,False,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,path,1
undefined,smooth,brown,False,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,leaves,1
flat,smooth,brown,False,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,1,evanescent,white,several,leaves,1
knobbed,scaly,brown,False,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,1,evanescent,white,several,wood,1
undefined,scaly,red,False,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,1,evanescent,white,several,path,1
undefined,smooth,brown,False,foul,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,1,evanescent,white,several,leaves,1
undefined,smooth,red,False,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,1,evanescent,white,several,path,1
bell,smooth,white,False,none,free,crowded,broad,pink,enlarging,missing,silky,silky,white,white,partial,white,2,pendant,white,scattered,grass,0
flat,smooth,red,False,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,1,evanescent,white,several,path,1
undefined,smooth,red,False,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,leaves,1
undefined,scaly,red,False,foul,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,1,evanescent,white,several,wood,1
flat,scaly,brown,False,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,path,1
flat,smooth,red,False,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,leaves,1
flat,scaly,brown,False,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,1,evanescent,white,several,wood,1
flat,scaly,red,False,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,1,evanescent,white,several,wood,1
flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,wood,1
undefined,scaly,red,False,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,leaves,1
flat,smooth,brown,False,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,1,evanescent,white,several,wood,1
undefined,smooth,brown,False,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,1,evanescent,white,several,leaves,1
flat,smooth,red,False,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,path,1
undefined,smooth,brown,False,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,1,evanescent,white,several,wood,1
flat,smooth,red,False,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,1,evanescent,white,several,leaves,1
undefined,scaly,red,False,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,path,1
flat,scaly,brown,False,foul,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,1,evanescent,white,several,path,1
undefined,scaly,red,False,foul,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,leaves,1
flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,1,evanescent,white,several,path,1
flat,smooth,brown,False,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,1,evanescent,white,several,path,1
undefined,smooth,brown,False,fishy,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,1,evanescent,white,several,path,1
flat,smooth,red,False,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,wood,1
knobbed,scaly,brown,False,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,path,1
undefined,scaly,red,False,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,leaves,1
undefined,scaly,red,False,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,1,evanescent,white,several,wood,1
knobbed,smooth,brown,False,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,1,evanescent,white,several,wood,1
undefined,smooth,red,False,foul,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,path,1
undefined,smooth,red,False,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,path,1
flat,scaly,brown,False,foul,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,1,evanescent,white,several,leaves,1
flat,smooth,red,False,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,wood,1
flat,smooth,red,False,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,path,1
flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,1,evanescent,white,several,leaves,1
flat,scaly,red,False,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,path,1
flat,scaly,red,False,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,1,evanescent,white,several,leaves,1
knobbed,smooth,red,False,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,wood,1
undefined,smooth,brown,False,foul,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,1,evanescent,white,several,wood,1
flat,scaly,brown,False,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,wood,1
flat,smooth,red,False,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,1,evanescent,white,several,path,1
knobbed,smooth,brown,False,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,1,evanescent,white,several,wood,1
flat,scaly,brown,False,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,path,1
undefined,scaly,red,False,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,leaves,1
undefined,scaly,red,False,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,1,evanescent,white,several,path,1
undefined,smooth,red,False,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,path,1
flat,scaly,brown,False,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,1,evanescent,white,several,leaves,1
flat,scaly,brown,False,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,1,evanescent,white,several,path,1
flat,scaly,red,False,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,1,evanescent,white,several,path,1
knobbed,scaly,brown,False,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,1,evanescent,white,several,leaves,1
undefined,smooth,brown,False,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,1,evanescent,white,several,wood,1
undefined,smooth,red,False,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,leaves,1
undefined,smooth,brown,False,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,leaves,1
flat,scaly,red,False,foul,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,1,evanescent,white,several,path,1
knobbed,scaly,red,False,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,wood,1
undefined,fibrous,grey,False,none,free,crowded,broad,white,enlarging,missing,smooth,silky,white,white,partial,white,2,pendant,white,scattered,grass,0
flat,scaly,red,False,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,leaves,1
undefined,smooth,red,False,foul,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,1,evanescent,white,several,leaves,1
undefined,smooth,red,False,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,1,evanescent,white,several,leaves,1
undefined,scaly,red,False,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,1,evanescent,white,several,wood,1
flat,scaly,brown,False,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,1,evanescent,white,several,path,1
flat,scaly,brown,False,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,leaves,1
undefined,smooth,brown,False,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,1,evanescent,white,several,path,1
undefined,smooth,red,False,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,1,evanescent,white,several,leaves,1
flat,scaly,red,False,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,1,evanescent,white,several,wood,1
flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,1,evanescent,white,several,leaves,1
flat,scaly,brown,False,foul,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,1,evanescent,white,several,leaves,1
flat,scaly,brown,False,fishy,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,1,evanescent,white,several,wood,1
undefined,scaly,red,False,foul,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,1,evanescent,white,several,leaves,1
undefined,smooth,red,False,foul,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,1,evanescent,white,several,path,1
flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,leaves,1
flat,smooth,brown,False,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,1,evanescent,white,several,wood,1
undefined,smooth,red,False,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,1,evanescent,white,several,wood,1
flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,1,evanescent,white,several,leaves,1
flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,1,evanescent,white,several,path,1
flat,scaly,brown,False,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,path,1
undefined,smooth,brown,False,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,1,evanescent,white,several,leaves,1
flat,smooth,brown,False,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,1,evanescent,white,several,leaves,1
flat,smooth,brown,False,fishy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,1,evanescent,white,several,path,1
undefined,smooth,brown,False,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,1,evanescent,white,several,path,1
flat,scaly,brown,False,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,1,evanescent,white,several,path,1
undefined,smooth,brown,False,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,1,evanescent,white,several,path,1
undefined,smooth,brown,False,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,path,1
flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,1,evanescent,white,several,path,1
flat,scaly,brown,False,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,wood,1
undefined,scaly,red,False,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,wood,1
flat,smooth,red,False,foul,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,1,evanescent,white,several,leaves,1
flat,scaly,brown,False,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,wood,1
